name,winery,vintage,grape,grape_pct,type,country,region,subregion,abv,price,currency,sweetness,acidity,tannin,body,fruitiness,description,image_url,source_site,source_url,source_product_id
Zenato Amarone della Valpolicella Classico,Zenato,2019,Corvina;Rondinella;Oseleta;Croatina,;;;,red,Italy,Veneto,Valpolicella Classico,15.5,72.99,USD,2,3,4,5,5,"Rich dried and dark fruit with warming body, concentrated texture and substantial but rounded tannin.",/wines/zenato-zenato-amarone-della-valpolicella-classico-2019.webp,Wine.com,https://www.wine.com/product/zenato-amarone-della-valpolicella-classico-2019/2469154,2469154
Allegrini Palazzo della Torre,Allegrini,2021,Corvina;Corvinone;Rondinella;Sangiovese,;;;,red,Italy,Veneto,Veronese,13.5,21.97,USD,2,3,3,4,5,"Ripe cherry and dark fruit with a smooth, rich texture and moderate tannin and acidity.",/wines/allegrini-allegrini-palazzo-della-torre-2021.webp,Wine.com,https://www.wine.com/product/allegrini-palazzo-della-torre-2021/2153152,2153152
Santa Margherita Pinot Grigio,Santa Margherita,2023,Pinot Grigio,,white,Italy,Trentino-Alto Adige,Alto Adige,12,29.97,USD,1,5,1,2,3,"Clean, dry and light-bodied Pinot Grigio with citrus and crisp acidity.",/wines/santa-margherita-santa-margherita-pinot-grigio-2023.webp,Wine.com,https://www.wine.com/product/santa-margherita-pinot-grigio-2023/2014615,2014615
Jermann Pinot Grigio,Jermann,2023,Pinot Grigio,,white,Italy,Friuli-Venezia Giulia,Friuli,13,29.97,USD,2,4,1,3,4,"More textured Pinot Grigio with ripe orchard fruit, freshness and a dry mineral finish.",/wines/jermann-jermann-pinot-grigio-2023.webp,Wine.com,https://www.wine.com/product/jermann-pinot-grigio-2023/1937138,1937138
La Scolca Gavi dei Gavi Black Label,La Scolca,2022,Cortese,,white,Italy,Piedmont,Gavi,12.5,44.99,USD,1,5,1,1,2,"Lean mineral Cortese with citrus, high freshness and a precise dry finish.",/wines/la-scolca-la-scolca-gavi-dei-gavi-black-label-2022.webp,Wine.com,https://www.wine.com/product/la-scolca-gavi-dei-gavi-black-label-2022/1458798,1458798
Masi Campofiorin Rosso del Veronese,Masi,2020,Corvina;Rondinella;Molinara,;;,red,Italy,Veneto,Veronese,13,20.99,USD,2,3,2,4,5,"Rich smooth red with ripe cherry, dried-fruit hints and a velvety medium-full body.",/wines/masi-masi-campofiorin-rosso-del-veronese-2020.webp,Wine.com,https://www.wine.com/product/masi-campofiorin-rosso-del-veronese-2020/2308837,2308837
Frescobaldi Nipozzano Chianti Rufina Riserva,Frescobaldi,2020,Sangiovese,,red,Italy,Tuscany,Chianti Rufina,13.5,18.99,USD,1,5,2,3,3,Fresh cherry and mineral notes with dense silky tannins and characteristic Sangiovese acidity.,/wines/frescobaldi-frescobaldi-nipozzano-chianti-rufina-riserva-2020.webp,Wine.com,https://www.wine.com/product/frescobaldi-nipozzano-chianti-rufina-riserva-2020/1475236,1475236
Bisol Jeio Prosecco Brut,Bisol,2023,Glera,,sparkling,Italy,Veneto,Prosecco,11,17.97,USD,2,3,1,2,2,"Fresh pear and apple with lively bubbles, moderate acidity and a lightly fruity Brut profile.",/wines/bisol-bisol-jeio-prosecco-brut-2023.webp,Wine.com,https://www.wine.com/product/bisol-jeio-prosecco-brut/92412,92412
Marqués de Riscal Rioja Reserva,Marqués de Riscal,2019,Tempranillo;Graciano;Mazuelo,;;,red,Spain,Rioja,Rioja,14.5,19.99,USD,1,4,3,4,4,"Red and dark fruit with vanilla-oak spice, fresh acidity and polished Reserva tannins.",/wines/marques-de-riscal-marques-de-riscal-rioja-reserva-2019.webp,Wine.com,https://www.wine.com/product/marques-de-riscal-rioja-reserva-2019/1351431,1351431
La Rioja Alta Viña Alberdi Reserva Tinto,La Rioja Alta,2020,Tempranillo,,red,Spain,Rioja,Rioja Alta,14,28.97,USD,1,4,2,4,3,"Raspberry and redcurrant with vanilla, balsamic notes, silky tannins and a fresh balanced finish.",/wines/la-rioja-alta-la-rioja-alta-vina-alberdi-reserva-tinto-2020.webp,Wine.com,https://www.wine.com/product/la-rioja-alta-vina-alberdi-reserva-tinto-2020/2636774,2636774
CVNE Imperial Reserva Rioja,CVNE,2019,Tempranillo;Graciano;Mazuelo,;;,red,Spain,Rioja,Rioja,14.5,46.99,USD,1,4,4,4,3,"Refined Rioja Reserva with red-black fruit, savory oak, lively acidity and structured polished tannin.",/wines/cvne-cvne-imperial-reserva-rioja-2019.webp,Wine.com,https://www.wine.com/list/wine/vintage-2019/spain/standard-750ml/decanter/7155-384-106806-266-219,
Bodegas Muga Reserva,Bodegas Muga,2020,Tempranillo;Garnacha;Mazuelo;Graciano,;;;,red,Spain,Rioja,Rioja,14.5,31.99,USD,1,4,3,4,3,"Ripe red fruit, spice and oak with fresh Rioja acidity and rounded medium-firm tannins.",/wines/bodegas-muga-bodegas-muga-reserva-2020.webp,Wine.com,https://www.wine.com/product/bodegas-muga-reserva-2020/1917595,1917595
Bodegas Juan Gil Silver Label Monastrell,Bodegas Juan Gil,2021,Monastrell,,red,Spain,Murcia,Jumilla,15,18.99,USD,2,3,2,5,5,"Ripe dark berries and cherries with smoke, silky tannins, spice and concentrated full body.",/wines/bodegas-juan-gil-bodegas-juan-gil-silver-label-monastrell-2021.webp,Wine.com,https://www.wine.com/product/bodegas-juan-gil-silver-label-2021/1830161,1830161
Emilio Moro Ribera del Duero,Emilio Moro,2021,Tempranillo,,red,Spain,Castilla y Leon,Ribera del Duero,14.5,29.97,USD,1,3,4,4,4,"Dark cherry and plum with savory oak, balanced acidity and firm Ribera del Duero structure.",/wines/emilio-moro-emilio-moro-ribera-del-duero-2021.webp,Wine.com,https://www.wine.com/product/emilio-moro-ribera-del-duero-2021/1932105,1932105
Numanthia Termes,Numanthia,2021,Tempranillo,,red,Spain,Castilla y Leon,Toro,15,21.97,USD,1,4,5,5,5,"Concentrated Tinta de Toro with dense dark fruit, high tannin, broad body and energetic freshness.",/wines/numanthia-numanthia-termes-2021.webp,Wine.com,https://www.wine.com/product/numanthia-termes-2021/2523503,2523503
Martín Códax Albariño,Martín Códax,2023,Albarino,,white,Spain,Galicia,Rias Baixas,12,18.97,USD,1,5,1,3,4,"Citrus and stone fruit with saline freshness, high acidity and a clean Atlantic finish.",/wines/martin-codax-martin-codax-albarino-2023.webp,Wine.com,https://www.wine.com/product/martin-codax-albarino-2023/2135680,2135680
Graham's 10 Year Old Tawny Port,Graham's,2016,Touriga Nacional;Touriga Franca;Tinta Barroca;Tinta Roriz;Tinto Cao,;;;;,fortified,Portugal,Douro,Porto,20,43.99,USD,4,3,2,4,3,"Sweet tawny Port with dried fruit, nuts and caramelized complexity over a rich fortified body.",/wines/graham-s-graham-s-10-year-old-tawny-port-2016.webp,Wine.com,https://www.wine.com/product/grahams-10-year-old-tawny-port/5972,5972
Taylor Fladgate 10 Year Old Tawny Port,Taylor Fladgate,2016,Touriga Nacional;Touriga Franca;Tinta Roriz;Tinta Barroca;Tinto Cao,;;;;,fortified,Portugal,Douro,Porto,20,34.97,USD,4,3,2,4,3,"Rich sweet tawny with dried fruit, toasted nuts and mature oxidative complexity.",/wines/taylor-fladgate-taylor-fladgate-10-year-old-tawny-port-2016.webp,Wine.com,https://www.wine.com/product/taylor-fladgate-10-year-old-tawny-port/1560,1560
Catena Malbec,Catena Zapata,2022,Malbec,,red,Argentina,Mendoza,Mendoza,13.5,19.97,USD,1,4,3,4,4,"Plum and dark berry fruit with fresh acidity, moderate tannin and a generous Mendoza palate.",/wines/catena-zapata-catena-malbec-2022.webp,Wine.com,https://www.wine.com/product/catena-malbec-2022/2176579,2176579
Catena Alta Malbec,Catena Zapata,2021,Malbec,,red,Argentina,Mendoza,Mendoza,13.7,49.99,USD,1,4,3,4,3,"Concentrated Malbec with lively acidity, fine tannins and layered dark fruit and spice.",/wines/catena-zapata-catena-alta-malbec-2021.webp,Wine.com,https://www.wine.com/product/catena-alta-malbec-2021/2420438,2420438
El Enemigo Malbec,El Enemigo,2021,Malbec;Cabernet Franc,90.0;10.0,red,Argentina,Mendoza,Mendoza,13.5,27.97,USD,1,4,4,4,4,"Ripe dark fruit with savory Cabernet Franc lift, balanced freshness and firm polished tannins.",/wines/el-enemigo-el-enemigo-malbec-2021.webp,Wine.com,https://www.wine.com/product/el-enemigo-malbec-2021/2582709,2582709
Luigi Bosca Malbec,Luigi Bosca,2022,Malbec,,red,Argentina,Mendoza,Mendoza,14.4,18.97,USD,1,4,3,4,4,"Plum and blackberry with floral spice, fresh acidity and smooth medium-firm tannins.",/wines/luigi-bosca-luigi-bosca-malbec-2022.webp,Wine.com,https://www.wine.com/product/luigi-bosca-malbec-2022/1945852,1945852
Zuccardi Q Malbec,Zuccardi,2022,Malbec,,red,Argentina,Mendoza,Uco Valley,14,27.97,USD,1,4,2,4,3,"Fresh structured Malbec with dark fruit, mineral character and soft silky tannins.",/wines/zuccardi-zuccardi-q-malbec-2022.webp,Wine.com,https://www.wine.com/product/zuccardi-q-malbec-2022/2113166,2113166
Bodega Norton Reserva Malbec,Bodega Norton,2022,Malbec,,red,Argentina,Mendoza,Mendoza,14.5,15.97,USD,1,3,2,4,5,"Ripe blackberry and plum with moderate acidity, soft tannin and generous fruit-driven body.",/wines/bodega-norton-bodega-norton-reserva-malbec-2022.webp,Wine.com,https://www.wine.com/product/bodega-norton-reserva-malbec-2022/1776659,1776659
Marques de Casa Concha Cabernet Sauvignon,Concha y Toro,2021,Cabernet Sauvignon;Petit Verdot;Cabernet Franc;Syrah;Carmenere,91.0;4.0;3.0;1.0;1.0,red,Chile,Maipo Valley,Maipo,14.5,23.97,USD,1,3,4,4,4,"Currant and dark berry fruit with herbal spice, balanced acidity and firm polished tannins.",/wines/concha-y-toro-marques-de-casa-concha-cabernet-sauvignon-2021.webp,Wine.com,https://www.wine.com/product/concha-y-toro-marques-de-casa-concha-cabernet-sauvignon-2021/1490399,1490399
Montes Alpha Series Cabernet Sauvignon,Montes,2021,Cabernet Sauvignon,,red,Chile,Colchagua Valley,Colchagua,14.5,21.97,USD,1,4,2,4,4,"Blackcurrant and cassis with fresh acidity, rounded tannins and a substantial Chilean Cabernet palate.",/wines/montes-montes-alpha-series-cabernet-sauvignon-2021.webp,Wine.com,https://www.wine.com/product/montes-alpha-series-cabernet-sauvignon-2021/1246373,1246373
Lapostolle Cuvée Alexandre Carmenère,Lapostolle,2021,Carmenere;Merlot,97.0;3.0,red,Chile,Colchagua Valley,Apalta,14,29.99,USD,1,4,3,4,3,"Dark berry and herbal Carmenère with balanced freshness, polished tannin and savory spice.",/wines/lapostolle-lapostolle-cuvee-alexandre-carmenere-2021.webp,Wine.com,https://www.wine.com/product/lapostolle-cuvee-alexandre-carmenere-2021/1228490,1228490
Errázuriz Max Reserva Cabernet Sauvignon,Errázuriz,2021,Cabernet Sauvignon;Cabernet Franc;Petit Verdot,89.0;8.0;3.0,red,Chile,Aconcagua Valley,Aconcagua Valley,13.5,14.4,GBP,1,4,2,3,3,"Red and blue fruit, tobacco and spice with refreshing acidity, rounded body and soft-edged tannins.",/wines/errazuriz-errazuriz-max-reserva-cabernet-sauvignon-2021.webp,Wine Direct UK,https://www.winedirect.co.uk/wine/errazuriz-max-reserva-cabernet-sauvignon-2021,
Penfolds Bin 389 Cabernet Shiraz,Penfolds,2021,Cabernet Sauvignon;Shiraz,53.0;47.0,red,Australia,South Australia,South Australia,14.5,84.99,USD,1,3,4,4,5,"Powerful cassis, blackberry and plum with dense structure, polished tannins and substantial body.",/wines/penfolds-penfolds-bin-389-cabernet-shiraz-2021.webp,Wine.com,https://www.wine.com/product/penfolds-bin-389-cabernet-shiraz-2021/1698674,1698674
Mollydooker The Boxer Shiraz,Mollydooker,2022,Shiraz,,red,Australia,South Australia,South Australia,16,28.97,USD,2,3,2,5,5,"Very ripe dark fruit, mocha and clove with velvety texture, high alcohol and plush full body.",/wines/mollydooker-mollydooker-the-boxer-shiraz-2022.webp,Wine.com,https://www.wine.com/product/mollydooker-the-boxer-shiraz-2022/1952691,1952691
Cloudy Bay Sauvignon Blanc,Cloudy Bay,2023,Sauvignon Blanc,,white,New Zealand,Marlborough,Marlborough,13.07,33.99,USD,1,5,1,3,5,Intensely aromatic citrus and tropical fruit with vivid acidity and a crisp dry finish.,/wines/cloudy-bay-cloudy-bay-sauvignon-blanc-2023.webp,Wine.com,https://www.wine.com/product/cloudy-bay-sauvignon-blanc-2023/1714432,1714432
Kim Crawford Sauvignon Blanc,Kim Crawford,2023,Sauvignon Blanc,,white,New Zealand,Marlborough,Marlborough,12.5,15.97,USD,1,5,1,3,4,"Passionfruit, citrus and herbaceous notes with high acidity and a lively dry finish.",/wines/kim-crawford-kim-crawford-sauvignon-blanc-2023.webp,Wine.com,https://www.wine.com/product/kim-crawford-sauvignon-blanc-2023/1532336,1532336
Loosen Bros. Dr. L Riesling,Loosen Bros.,2023,Riesling,,white,Germany,Mosel,Mosel,8.5,12.97,USD,3,5,1,2,5,"Fruit-driven Mosel Riesling with ripe apple, apricot and floral notes, crisp acidity and noticeable sweetness.",/wines/loosen-bros-loosen-bros-dr-l-riesling-2023.webp,Wine.com,https://www.wine.com/product/loosen-bros-dr-l-riesling-2023/2268074,2268074
Saracco Moscato d'Asti,Paolo Saracco,2025,Moscato Bianco,,sparkling,Italy,Piedmont,Asti,6,17.97,USD,4,4,1,2,3,"Fragrant orange blossom, peach and herbs with lively bubbles, pronounced sweetness and enough acidity to stay refreshing.",/wines/paolo-saracco-saracco-moscato-d-asti-2025.webp,Wine.com,https://www.wine.com/product/saracco-moscato-dasti-2025/4126897,4126897
Michele Chiarlo Nivole Moscato d'Asti,Michele Chiarlo,2025,Moscato Bianco,,sparkling,Italy,Piedmont,Asti,5,24.99,USD,4,4,1,1,5,"Aromatic mango, passion fruit, lime zest and flowers in a light, sweet, gently sparkling style.",/wines/michele-chiarlo-michele-chiarlo-nivole-moscato-d-asti-2025.webp,Wine.com,https://www.wine.com/product/michele-chiarlo-nivole-moscato-dasti-2025/4127053,4127053
La Spinetta Bricco Quaglia Moscato d'Asti,La Spinetta,2025,Moscato Bianco,,sparkling,Italy,Piedmont,Asti,5.5,21.97,USD,3,5,1,2,5,"Lightly sweet and highly aromatic with mango, lime, wildflowers, lychee, peach and candied citrus over a crisp finish.",/wines/la-spinetta-la-spinetta-bricco-quaglia-moscato-d-asti-2025.webp,Wine.com,https://www.wine.com/product/la-spinetta-bricco-quaglia-moscato-dasti-2025/4123153,4123153
Elio Perrone Sourgal Moscato d'Asti,Elio Perrone,2025,Moscato Bianco,,sparkling,Italy,Piedmont,Asti,7,24.97,USD,3,4,1,2,3,"Fresh orange flower, yellow peach and sage aromas with classic Muscat fruit and delicate sweetness.",/wines/elio-perrone-elio-perrone-sourgal-moscato-d-asti-2025.webp,Wine.com,https://www.wine.com/product/elio-perrone-moscato-dasti-sourgal-2025/4122227,4122227
Marenco Scrapona Moscato d'Asti,Marenco,2024,Moscato Bianco,,sparkling,Italy,Piedmont,Asti,5.5,26.97,USD,4,4,1,2,5,"Sweet and aromatic with lime, apricot, orange blossom and passion fruit, carried by a fine lively perlage.",/wines/marenco-marenco-scrapona-moscato-d-asti-2024.webp,Marenco,https://shop.marencovini.com/prodotto/scrapona-moscato-dasti-docg-en/?lang=en,scrapona-moscato-dasti
Risata Moscato d'Asti,Risata,2024,Moscato Bianco,,sparkling,Italy,Piedmont,Asti,5.5,12.99,USD,4,4,1,2,4,"Sweet, fragrant Moscato with juicy stone fruit, tart citrus, floral honey and soft effervescence.",/wines/risata-risata-moscato-d-asti-2024.webp,Risata,https://www.risatawines.com/wine/moscato-dasti/,risata-moscato-dasti-2024
Bartenura Moscato,Bartenura,,Moscato,,white,Italy,Piedmont,Asti,5,17.99,USD,4,4,1,1,4,"Sweet and light with peachy perfume, fresh grape and floral fruit character.",/wines/bartenura-bartenura-moscato-nv.webp,Bartenura,https://www.bartenurawines.com/bartenura-moscato-15435.html,bartenura-moscato
Seven Daughters Moscato,Seven Daughters,2024,Moscato,,white,Italy,Veneto,Veneto,7.5,11.49,USD,4,4,1,2,5,"Sweet Moscato with peach, honeysuckle, citrus and stone-fruit notes plus a subtle effervescence.",/wines/seven-daughters-seven-daughters-moscato-2024.webp,Seven Daughters,https://www.sevendaughters.com/,seven-daughters-moscato-2024
Barefoot Moscato,Barefoot,,Moscato,,white,United States,California,Modesto,9,6.99,USD,4,5,1,2,5,"Lively sweet Moscato showing pineapple, orange blossom, peach, honey and lemon zest with crisp balancing acidity.",/wines/barefoot-barefoot-moscato-nv.webp,Barefoot,https://www.barefootwine.com/moscato.html,barefoot-moscato
[yellow tail] Moscato,[yellow tail],,Moscato,,white,Australia,South Eastern Australia,South Eastern Australia,7.5,6.49,USD,4,4,1,2,5,"Sweet and lightly fizzy with white peach, passion fruit, orange blossom, kiwi and melon.",/wines/yellow-tail-yellow-tail-moscato-nv.webp,[yellow tail],https://www.yellowtailwine.com/en-us/product/moscato/,yellow-tail-moscato
Castello del Poggio Moscato,Castello del Poggio,,Moscato,,white,Italy,Piedmont,Provincia di Pavia,7,10.99,USD,3,2,1,2,2,"Soft, slightly sweet Moscato with peach, musk, honey and white-flower aromas.",/wines/castello-del-poggio-castello-del-poggio-moscato-nv.webp,Wine.com,https://www.wine.com/product/castello-del-poggio-moscato/440794,440794
Stella Rosa Moscato d'Asti,Stella Rosa,2024,Muscat Canelli,,sparkling,Italy,Piedmont,Asti,5.5,14.97,USD,4,4,1,2,4,"Low-alcohol, fruit-forward Moscato d'Asti with pronounced sweetness, floral Muscat character and gentle fizz.",/wines/stella-rosa-stella-rosa-moscato-d-asti-2024.webp,Wine.com,https://www.wine.com/product/stella-rosa-moscato-dasti/150153,150153
Braida Brachetto d'Acqui,Braida,2024,Brachetto,,sparkling,Italy,Piedmont,Brachetto d'Acqui,5.5,24.97,USD,4,4,1,1,3,"Sweet sparkling red with ripe red fruit, rose aromas and a smooth, delicate palate.",/wines/braida-braida-brachetto-d-acqui-2024.webp,Braida,https://www.braida.it/en/brachetto-dacqui/,braida-brachetto-dacqui-2024
Marenco Pineto Brachetto d'Acqui,Marenco,2025,Brachetto,,sparkling,Italy,Piedmont,Brachetto d'Acqui,5.5,16.99,USD,4,4,1,1,3,Aromatic sweet Brachetto with bright red-fruit and floral character in a light sparkling style.,/wines/marenco-marenco-pineto-brachetto-d-acqui-2025.webp,Marenco,https://shop.marencovini.com/shop-en/?lang=en,marenco-pineto-brachetto-2025
Medici Ermete Quercioli Reggiano Sweet,Medici Ermete,,Lambrusco Salamino;Lambrusco Marani,;,sparkling,Italy,Emilia-Romagna,Reggio Emilia,8.5,6.9,EUR,4,4,2,2,3,"Sweet ruby Lambrusco with violet, fresh red fruit and lively acidity; about 50 g/L residual sugar.",/wines/medici-ermete-medici-ermete-quercioli-reggiano-sweet-nv.webp,Medici Ermete,https://www.medici.it/en/prodotti/quercioli-reggiano-sweet/,quercioli-reggiano-sweet
Medici Ermete Quercioli Rosato Sweet,Medici Ermete,,Lambrusco Salamino;Lambrusco Marani,;,sparkling,Italy,Emilia-Romagna,Reggio Emilia,8,6.9,EUR,4,4,1,2,3,"Sweet sparkling rosé with violet and red-fruit aromas, fresh acidity and roughly 51 g/L residual sugar.",/wines/medici-ermete-medici-ermete-quercioli-rosato-sweet-nv.webp,Medici Ermete,https://www.medici.it/en/prodotti/quercioli-rosato-sweet/,quercioli-rosato-sweet
Medici Ermete Quintessenza Malvasia Spumante Sweet,Medici Ermete,,Malvasia di Candia,,sparkling,Italy,Emilia-Romagna,Colli di Scandiano e Canossa,7,7.2,EUR,5,4,1,2,4,"Sweet aromatic Malvasia spumante with fresh, lively fruit and approximately 75 g/L residual sugar.",/wines/medici-ermete-medici-ermete-quintessenza-malvasia-spumante-sweet-nv.webp,Medici Ermete,https://www.medici.it/en/prodotti/quintessenza-malvasia-spumante-dolce/,quintessenza-malvasia-spumante-dolce
Riunite Lambrusco Emilia IGT,Riunite,,Lambrusco,,sparkling,Italy,Emilia-Romagna,Emilia IGT,8,9.99,USD,3,2,2,2,4,"Soft, approachable and fruit-driven Lambrusco with gentle sparkle and noticeable sweetness.",/wines/riunite-riunite-lambrusco-emilia-igt-nv.webp,Riunite,https://shop.riunite.com/collections/wines,riunite-lambrusco-emilia-igt
Riunite Lambrusco Rosé Emilia IGT,Riunite,,Lambrusco,,sparkling,Italy,Emilia-Romagna,Emilia IGT,8,9.99,USD,4,4,1,1,4,"Bright sparkling rosé that is light, fresh, soft and fruity with an easy sweet profile.",/wines/riunite-riunite-lambrusco-rose-emilia-igt-nv.webp,Riunite,https://shop.riunite.com/products/riunite-lambrusco-rose-emilia-igt,riunite-lambrusco-rose-emilia-igt
Bartenura Malvasia,Bartenura,,Malvasia,,red,Italy,Piedmont,Piedmont,5,18.99,USD,3,3,2,2,3,"Semi-sweet low-alcohol red with vivid berry fruit, floral aromatics and a soft palate.",/wines/bartenura-bartenura-malvasia-nv.webp,Bartenura,https://www.bartenurawines.com/all-wines.html,bartenura-malvasia
Schloss Johannisberg Gelblack Riesling Feinherb,Schloss Johannisberg,2025,Riesling,,white,Germany,Rheingau,Johannisberg,12,18.9,EUR,3,5,1,3,3,"Off-dry single-vineyard Riesling with white flowers, lemon peel and pear over crisp, mineral acidity.",/wines/schloss-johannisberg-schloss-johannisberg-gelblack-riesling-feinherb-2025.webp,Schloss Johannisberg,https://schloss-johannisberg.de/qualitaetsstufen/gelblack/,gelblack-riesling-feinherb-2025
Schloss Johannisberg Rotlack Riesling Kabinett,Schloss Johannisberg,2024,Riesling,,white,Germany,Rheingau,Johannisberg,10,30.9,EUR,3,4,1,2,3,Kabinett Riesling balancing delicate residual sweetness with bright Rheingau acidity and mineral precision.,/wines/schloss-johannisberg-schloss-johannisberg-rotlack-riesling-kabinett-2024.webp,Schloss Johannisberg,https://schloss-johannisberg.de/,rotlack-riesling-kabinett-2024
Schloss Johannisberg Grünlack Riesling Spätlese,Schloss Johannisberg,2023,Riesling,,white,Germany,Rheingau,Johannisberg,8.5,48,EUR,3,4,1,3,4,"Riper Spätlese Riesling with concentrated fruit, noticeable sweetness and firm acidity.",/wines/schloss-johannisberg-schloss-johannisberg-grunlack-riesling-spatlese-2023.webp,Schloss Johannisberg,https://schloss-johannisberg.de/,grunlack-riesling-spatlese-2023
Schloss Johannisberg Rosalack Riesling Auslese,Schloss Johannisberg,2023,Riesling,,dessert,Germany,Rheingau,Johannisberg,7.5,100,EUR,4,5,1,4,5,Concentrated Auslese with rich ripe fruit and pronounced sweetness held in balance by high acidity.,/wines/schloss-johannisberg-schloss-johannisberg-rosalack-riesling-auslese-2023.webp,Schloss Johannisberg,https://schloss-johannisberg.de/,rosalack-riesling-auslese-2023
Schloss Johannisberg Purpurlack Riesling Beerenauslese,Schloss Johannisberg,2023,Riesling,,dessert,Germany,Rheingau,Johannisberg,6.5,200,EUR,5,5,1,4,5,"Very sweet Beerenauslese with botrytis-driven concentration, ripe fruit and intense acidity.",/wines/schloss-johannisberg-schloss-johannisberg-purpurlack-riesling-beerenauslese-2023.webp,Schloss Johannisberg,https://schloss-johannisberg.de/,purpurlack-riesling-beerenauslese-2023
Schloss Johannisberg Blaulack Riesling Trockenbeerenauslese,Schloss Johannisberg,2023,Riesling,,dessert,Germany,Rheingau,Johannisberg,6.5,375,EUR,5,5,1,5,5,"Extremely concentrated Trockenbeerenauslese with dense sweetness, botrytized fruit and powerful balancing acidity.",/wines/schloss-johannisberg-schloss-johannisberg-blaulack-riesling-trockenbeerenauslese-2023.webp,Schloss Johannisberg,https://schloss-johannisberg.de/,blaulack-riesling-trockenbeerenauslese-2023
Schloss Johannisberg Violettlack Riesling Eiswein,Schloss Johannisberg,2018,Riesling,,dessert,Germany,Rheingau,Johannisberg,7.5,375,EUR,5,5,1,5,5,Eiswein style Riesling combining intense frozen-grape sweetness with piercing acidity and concentrated fruit.,/wines/schloss-johannisberg-schloss-johannisberg-violettlack-riesling-eiswein-2018.webp,Schloss Johannisberg,https://schloss-johannisberg.de/,violettlack-riesling-eiswein-2018
Fritz Haag Brauneberger Juffer Riesling Kabinett,Fritz Haag,2024,Riesling,,white,Germany,Mosel,Brauneberger Juffer,8,34.99,USD,4,4,1,2,3,"Naturally sweet Kabinett with flinty mineral notes, flowers, tropical fruit and refreshing acidity.",/wines/fritz-haag-fritz-haag-brauneberger-juffer-riesling-kabinett-2024.webp,Fritz Haag,https://weingut-fritz-haag.de/en/wines/praedikatsweine/,fritz-haag-juffer-kabinett-2024
Fritz Haag Brauneberger Juffer Riesling Spätlese,Fritz Haag,2024,Riesling,,white,Germany,Mosel,Brauneberger Juffer,7.5,39.99,USD,4,4,1,3,4,"Sweet Spätlese with white blossom, stone fruit and green apple carried by elegant Mosel acidity.",/wines/fritz-haag-fritz-haag-brauneberger-juffer-riesling-spatlese-2024.webp,Fritz Haag,https://weingut-fritz-haag.de/en/wines/praedikatsweine/,fritz-haag-juffer-spatlese-2024
Fritz Haag Brauneberger Juffer Sonnenuhr Riesling Spätlese,Fritz Haag,2024,Riesling,,white,Germany,Mosel,Brauneberger Juffer Sonnenuhr,7.5,25.5,EUR,4,3,1,3,4,"Ripe, juicy Spätlese with tropical fruit, floral aromatics and a polished sweet-acid balance.",/wines/fritz-haag-fritz-haag-brauneberger-juffer-sonnenuhr-riesling-spatlese-2024.webp,Fritz Haag,https://weingut-fritz-haag.de/en/wines/praedikatsweine/,fritz-haag-juffer-sonnenuhr-spatlese-2024
Fritz Haag Brauneberger Juffer Riesling Auslese,Fritz Haag,2024,Riesling,,dessert,Germany,Mosel,Brauneberger Juffer,7.5,23.53,EUR,4,5,1,4,5,"Auslese with ripe yellow stone fruit and tropical character, substantial sweetness and vivid acidity.",/wines/fritz-haag-fritz-haag-brauneberger-juffer-riesling-auslese-2024.webp,Fritz Haag,https://weingut-fritz-haag.de/en/wines/praedikatsweine/,fritz-haag-juffer-auslese-2024
Fritz Haag Brauneberger Juffer Sonnenuhr Riesling Auslese,Fritz Haag,2024,Riesling,,dessert,Germany,Mosel,Brauneberger Juffer Sonnenuhr,7.5,34.5,EUR,4,5,1,4,4,"Rich single-vineyard Auslese with concentrated ripe fruit, floral complexity and high balancing acidity.",/wines/fritz-haag-fritz-haag-brauneberger-juffer-sonnenuhr-riesling-auslese-2024.webp,Fritz Haag,https://weingut-fritz-haag.de/en/wines/praedikatsweine/,fritz-haag-juffer-sonnenuhr-auslese-2024
Dönnhoff Oberhäuser Brücke Riesling Spätlese,Dönnhoff,2025,Riesling,,white,Germany,Nahe,Oberhäuser Brücke,8,29.5,EUR,4,5,1,3,3,"Naturally sweet Spätlese with flinty mineral character and sharp, refreshing acidity.",/wines/donnhoff-donnhoff-oberhauser-brucke-riesling-spatlese-2025.webp,Dönnhoff,https://shop.doennhoff.com/doennhoff-bruecke-reisling-spaetlese.html,doennhoff-oberhaeuser-bruecke-spaetlese-2025
Dr. Loosen Blue Slate Riesling Kabinett,Dr. Loosen,2023,Riesling,,white,Germany,Mosel,Middle Mosel,8,22,USD,3,4,1,4,3,"White peach, flowers and flinty minerality over a plush middle and firm, delicate finish.",/wines/dr-loosen-dr-loosen-blue-slate-riesling-kabinett-2023.webp,Wine.com,https://www.wine.com/product/dr-loosen-blue-slate-riesling-kabinett-2023/2601714,2601714
Maximin Grünhaus Herrenberg Riesling Spätlese,Maximin Grünhaus,2018,Riesling,,white,Germany,Mosel,Herrenberg,7.5,41.99,USD,4,4,1,4,5,"Lush sweet Riesling with apple, yellow peach and strawberry-rhubarb fruit, saline minerals and unusually full body.",/wines/maximin-grunhaus-maximin-grunhaus-herrenberg-riesling-spatlese-2018.webp,Wine.com,https://www.wine.com/product/maximin-grunhaus-herrenberg-riesling-spatlese-2018/559451,559451
